app_id,app_name,app_package_name,app_category,number_of_downloads,privacy_policy_url,standard,reason
74,SurveySparrow - Offline Survey,com.surveysparrow,Productivity,10K+,https://surveysparrow.com/legal/privacy-policy/,Good Standard,"| Good | The privacy policy is of a Good Standard. Here are the key reasons, linking to the various sections and purposes for data collection and processing:
1. Lawfulness, Fairness, and Transparency: The document comprehensively explains the data collection processes, purposes, and how the company ""SurveySparrow"" uses personal information (sections 'I. THE BASICS', 'Scope of the Privacy Policy', 'III. GENERAL INFORMATION', 'Use of your information' and 'Who do we share your Personal Information with?').
2. Purpose Limitation: The policy articulates the specific purposes for data collection and ensures it will not be used for incompatible purposes (section 'Use of Your Information').
3. Data Minimization: The policy endeavors to collect only necessary data for the stated purposes (sections 'Source of Collection of Information', 'Use of your information').
4. Accuracy: The policy includes provisions allowing users to edit and update their data, ensuring accuracy (sections 'Your Data Protection Rights' within 'Users', 'Survey Respondents', 'SUBSCRIBERS AND VISITORS').
5. Storage Limitation: The policy defines clear retention periods and deletion processes after the purpose of collection is achieved (section 'Retention of Personal Information').
6. Integrity and Confidentiality: The policy emphasizes robust security measures including encryption and data safeguarding (sections 'User Details', 'Security of Your Personal Information', 'Our Commitment to Data Privacy').
Overall, the policy is well structured, transparent, and user-friendly, making its language easy to understand. It prioritizes the security of users' data, adheres significantly well to GPDR's article 5, and is committed to protecting personal information."
75,Online Portal by AppFolio,com.appfolio.resident_portal,House & Home,1M+,https://www.appfolio.com/privacy,Bad Standard,"| Bad | The privacy policy does not provide necessary details for a user to easily understand what data is being collected, how it's being used, and how long it's being stored. The integrity and confidentiality of the user's data is not mentioned either, there's no mention of encryption or security measures adopted to safeguard user data. Also, while there is mention of data sharing with third parties, it does not clearly define the exact purposes for which data is collected, which is also vital for a transparent Privacy Policy. Finally, there are no details on the mechanisms in place for the user to update or correct their data. Therefore, the privacy policy does not fully align with the GDPR Article 5 Good Standard."
76,VETRI - High Paying Surveys,io.vetri.wallet.release,Lifestyle,100K+,https://vetri.global/privacy-policy-2023/,Bad Standard,"| Bad | The policy does not fully meet the Good Standard Assessment. It does mention data collection and its purpose, aligning with Purpose Limitation and Data Minimization. However, it doesn't specify a clearly defined retention period or a process for data deletion after the purpose is fulfilled, which contradicts Storage Limitation. Furthermore, the policy lacks details about mechanisms for ensuring data accuracy and doesn't discuss measures for user data to be updated or corrected. It also doesn't provide explicit information about the security measures in place to protect data, thus not fully complying with Lawfulness, Fairness, and Transparency and Integrity and Confidentiality."
77,ArcGIS Field Maps,com.esri.fieldmaps,Productivity,500K+,http://www.esri.com/legal/privacy,Bad Standard,"| Bad |
While the statement does give a broad commitment to privacy, it lacks specific information to classify it as Good Standard. It does not provide tangible details about lawfulness, fairness, and transparency, such as how it states its legal basis for data processing. It does not explicitly limit the purpose and usage of data collection. Details regarding data minimization, accuracy, or storage limitation are also absent. Lastly, it does not explicitly mention measures for data integrity and confidentiality. For a Good Standard classification under the GDPR, the policy must be more specific about these privacy aspects."
78,ArcGIS Earth,com.esri.earth.phone,Productivity,100K+,https://www.esri.com/en-us/privacy/overview,Bad Standard,"| Bad | The policy mentions a commitment to GDPR standards yet there are no specific details provided about how they align with the key GDPR principles -- lawfulness, fairness, and transparency; purpose limitation; data minimization; accuracy; storage limitation; integrity and confidentiality. There's a need for more specifics about each aspect of these principles for this to be labelled as a 'Good' standard policy."
79,GIS Mapper - Surveying App for,com.globalgnss.gismapper,Maps & Navigation,10K+,http://globalgns.com/globalgnss-privacypolicy.html,Bad Standard,"| Bad | The privacy policy does not provide detailed information on each key aspect.
1. Lawfulness, Fairness, and Transparency: Although the policy describes some of the data collected and vaguely mentions why (for better services), the language is not simple and transparent, and it lacks clarity on the legal basis for processing the data.
2. Purpose Limitation: The policy talks about better services as the purpose of the data usage, but they are not properly defined or the data will not be used for incompatible purposes without additional consent.
3. Data Minimization: The policy does not emphasize collecting necessary data or refers to limiting data collection to what's essential for the stated purpose.
4. Accuracy: The policy doesn’t specify any measures in place to ensure data accuracy, or describe any mechanisms for users to update or correct their data.
5. Storage Limitation: The policy doesn't define clear data retention periods or procedures for data deletion or anonymization after the purpose is fulfilled.
6. Integrity and Confidentiality: The policy lacks information on security measures to protect user data like encryption or regular security assessment procedures."
80,QField for QGIS,ch.opengis.qfield,Tools,500K+,http://www.qfield.org/privacy_policy.html,Bad Standard,"| Bad | The policy lacks clarity in the area of data minimization, it's unclear whether the app only collects necessary data or not. This policy does not clearly define retention periods or criteria for storing personal data. It does not provide mechanisms for users to update or correct their data. Although it mentions security, there is no mention of practices such as encryption or regular security assessments to ensure integrity and confidentiality. It lacks transparency on the legal basis for data processing. Finally, it does not define the purposes for data collection, only stating that it will not be used apart from what is described in the policy. Hence, it cannot be classified as a Good Standard policy."
81,Mappt: GIS Data Collection,au.com.mappt,Productivity,50K+,https://mappt.com.au/privacy,Good Standard,"| Good |
Reason:
1. Lawfulness, Fairness, and Transparency: The policy states clearly its legal basis for data processing in simple language. There is a separate section for EU data subjects making the document transparent according to various jurisdiction requirements.
2. Purpose Limitation: They clearly define the collection of data for their internal purposes fully in the ""Use of Information"" section.
3. Data Minimization: The policy adheres to data minimization by clearly stating what they collect and do not collect in the 'Information we do not collect from You' section.
4. Accuracy: The policy details how users can correct, update and delete their data in the 'Account Information’ section.
5. Storage Limitation: This privacy policy also states that certain information might be retained due to legal requirements or legitimate business purposes.
6. Integrity and Confidentiality: The 'Security' section states that the company takes reasonable measures to protect personal information from unauthorized access, alteration, or destruction."
82,Mergin Maps: QGIS in pocket,uk.co.lutraconsulting,Productivity,50K+,https://merginmaps.com/docs/misc/privacy/,Bad Standard,"| Bad | The privacy policy doesn't meet a number of the Good Standard Assessment criteria.
1. Lawfulness, Fairness, Transparency: While the policy states it collects personal information for the purpose of improving the service, it doesn't specify its legal basis for data processing.
2. Purpose Limitation: The policy doesn't clarify a direct purpose for data collection; stating it will improve services is vague and does not limit potential uses.
3. Data Minimization: The document fails to claim that it will only collect necessary data. It mentions 'personally identifiable information' without providing details about what specific data is collected.
4. Accuracy: There is no mention of measures or mechanisms that allow users to update or correct their data.
5. Storage Limitation: The privacy policy does not mention how long data is stored or define a specific retention period. It also does not discuss a process for data deletion or anonymization after the fulfillment of purpose.
6. Integrity and Confidentiality: Although the policy does mention efforts to protect data, it does not provide specifics on encryption or other security measures and there's no mention of regular security assessments.
Severely deficient in numerous aspects, this policy can be labeled as 'Bad Standard' under the given criteria."
83,GIS Cloud Map Viewer,com.giscloud.viewer,Productivity,10K+,http://www.giscloud.com/privacy-policy,Good Standard,"| Good |
Based on GDPR Article 5 conditions for a Good standard privacy policy, the reviewed document from GIS Cloud fulfills those conditions:
1. Lawfulness, Fairness, and Transparency: The document clearly states its basis for data processing - "" We acquire, hold, use and process information about you to provide the Services to you"". It uses clear and transparent language.
2. Purpose Limitation: The document clearly outlines the purposes for data collection - ""providing the Services, identifying and communicating with you, responding to your requests/inquiries, servicing your purchase orders, and improving our services""
3. Data Minimization: The policy collects only necessary data - ""we may ask you to provide us with certain personally identifiable information that can be used to contact or identify you""
4. Accuracy: The policy has provisions for users to update and correct their data - ""You can update your profile information within your profile settings and modify content that contains information about you using the editing tools associated with that content""
5. Storage Limitation: The policy defines retention periods and deletion process - ""After such time, we will either delete or anonymize your information or, if this is not possible...then we will securely store your information and isolate it from any further use until deletion is possible""
6. Integrity and Confidentiality: The policy has strong security measures in place - "" we strive to implement and maintain reasonable, commercially acceptable security procedures and practices appropriate to the nature of the information we store"".
The document also adheres to the physical location data storage laws, access controls for administrators, allows users to control their information,  third party interaction disclosure, and a specific contact for Data Protection queries."
84,ArcGIS Field Maps Beta,com.esri.fieldmaps.beta,Productivity,10K+,http://www.esri.com/legal/privacy,Bad Standard,"| Bad | The policy gives a broad statement about respecting user's privacy and compliance to CCPA and GDPR but does not provide specific information about how it meets the standards stated in the GDPR Article 5. There is no specific information about lawful basis of processing, purpose limitation, data minimization, accuracy, storage limitation or integrity and confidentiality measures adopted."
85,GIS Survey Mobile,com.gis.survey.mobile,Productivity,50K+,https://www.equatorgnss.com/privacy-policy/,Bad Standard,"| Bad | The policy fails to meet several Good Standard criteria as defined by GDPR Article 5. The lawfulness, fairness, and transparency are unclear as the policy does not state its legal basis for data processing. There are no clearly defined purposes for data collection or limitations to prevent incompatible use without further consent. Data minimization is not highlighted and there is a lack of emphasis on collecting only what is necessary. While the policy states it uses log files and mentions data types collected, it doesn't provide clear retention periods, criteria for determining such periods or a process for data deletion. Data accuracy measures or mechanisms for users to update their data are also not expressly mentioned. Most significantly, it doesn’t detail adequate security measures to ensure data integrity and confidentiality. Although it mentions consent, the overall policy is not adequately transparent or clearly defined. It also refers to third party sites without clear responsibility for their privacy policies."
86,Mobile Topographer GIS,com.applicality.mobiletopographergis,Productivity,100K+,http://applicality.com/mobile-topographer-gis-privacy-policy/,Good Standard,"| Good | This privacy policy has good transparency of the data collection, especially the location data. It clearly states that data is stored locally, and never shared or broadcast without the consent of the user. This provides good lawfulness, and integrity with clear user consent requirement. The purposes of data collection (specifically location data) are also defined and limited to the functionality of the app itself (displaying coordinates and maps). The policy further validates its data minimization standard by clarifying that personal information is not collected, broadcast, or used over the network. This however doesn't mention about data accuracy, storage limitation and security measures for data protection thus leaving some elements for standard assessment incomplete."
87,Mapit Spatial - GIS Data Colle,com.mapitgis.spatial,Productivity,10K+,https://spatial.mapitgis.com/mapit-gis-privacy-policy,Good Standard,"| Good | Mapit GIS provides a detailed yet clear explanation of its privacy policy, demonstrating transparency in how they handle user data. The policy explicitly states what data is collected, why it is collected, and how it is used in accordance with the principle of Purpose Limitation. It ensures data is limited to what is necessary for the stated purpose (Data Minimization) and respects user permissions for utilizing their data. There is an acknowledgment of their responsibility for the accuracy and security of the data, ensuring that there are adequate measures in place (Accuracy, Integrity, Confidentiality). Although the exact retention period isn't mentioned definitively, it clarifies that data is retained only as long as necessary, complying with the principle of Storage Limitation."
88,ArcGIS Navigator,com.esri.navigator,Maps & Navigation,10K+,http://www.esri.com/legal/privacy,Bad Standard,"| Bad |
While the document states commitment to respecting privacy and mentions being compliant with GDPR and CCPA, it fails to provide specific details. For instance, it does not specify its legal basis for data processing, the mechanisms for data accuracy, storage limitations, or security measures utilized to maintain data integrity and confidentiality. Purpose limitation and data minimization are also not mentioned, making it impossible to gauge whether data is collected and used solely for expressed purposes. Hence, based on these missing elements, it is a Bad standard compared to outlined definitions."
89,GIS-APP,com.pcs_mcpl.gis_app,Business,100+,https://gisprivacypolicy.upda.co.in/,Good Standard,"| Good | The privacy policy provided by this Android application is considered ""Good Standard"" according to the GDPR Article 5 assessment criteria.
The reasons are as follows:
1. Lawfulness, Fairness, and Transparency: The privacy policy clearly states its policies and procedures on the collection, use, and disclosure of user information. It does this through the use of simple, transparent language that is easy for users to understand.
2. Purpose Limitation: The document clearly defines and limits the purposes for which data is collected. It specifies that the data will not be used for purposes incompatible with those stated unless additional consent is obtained.
3. Data Minimization: The policy states that only necessary data will be collected, and emphasizes limiting data collection to what is essential for the stated purpose.
4. Accuracy: The policy mentions mechanisms for users to update or correct their data, ensuring data accuracy.
5. Storage Limitation: The policy defines clear retention periods and discusses a process for data deletion or anonymization after the purpose is fulfilled.
6. Integrity and Confidentiality: The policy highlights the security measures in place to protect data. It mentions the use of commercially acceptable means to protect users’ personal data.
Overall, the policy is thorough and comprehensive, respecting user privacy rights and adhering to data protection laws and regulations."
90,GIS Day,com.esri.gisday,Education,1K+,https://www.esri.com/en-us/privacy/overview,Bad Standard,"| Bad | The policy provides a general commitment to privacy, transparency, and compliance with standards like CCPA and GDPR, but it does not detail the specific ways in which this commitment is enacted, such as the legal basis for data processing, data minimization techniques, retention periods, or security measures. Specifics about these guidelines would be needed to consider this policy as a Good Standard."
91,Mobile Data Collection,com.giscloud.mdc,Productivity,100K+,http://www.giscloud.com/privacy-policy,Good Standard,"| Good | The privacy policy meets the Good Standard criteria as it lists the reasons for data collection and limits it to necessary services (Purpose Limitation), emphasizes limitations on data collection (Data Minimization), allows users to make changes or adjustments to their data for accuracy (Accuracy), explains the security measures taken to ensure data integrity and confidentiality (Integrity and Confidentiality), clearly defines data storage and deletion periods (Storage Limitation), provides clear language explaining their data policy (Transparency), and defines the legal bases of data collection and usage (Lawfulness). Each section and subsection in the policy explains the process, thus it's easy for users to understand."
92,NextGIS Mobile,com.nextgis.mobile,Productivity,10K+,http://nextgis.com/privacy/,Good Standard,"| Good | The privacy policy adheres to GDPR Article 5 principles as follows:
1) Lawfulness, Fairness, and Transparency: The policy clearly states its legal basis for data processing and uses simple language for user understanding (sections 1 and 2).
2) Purpose Limitation: The policy outlines specific purposes for data collection, ensuring data is not used for incompatible purposes without additional consent (section 3).
3) Data Minimization: The document specifies that data collected is only what is necessary (section 2.1, 3.1).
4) Accuracy: The policy mentions that users can keep their Personal information up-to-date and can request their data at any time (section 2.2, 2.6).
5) Storage Limitation: The policy provides a clear timeline for data storage and removal after purpose fulfillment (section 7.3).
6) Integrity and Confidentiality: The policy includes measures to safeguard user data, such as encryption and data transfer only in necessary cases (section 4 and 5).
It also includes sections on how to remove or edit personal information (section 7), the use of cookies (section 6), policy amendment procedure (section 8), and a contact point for any queries or concerns (section 9). Thus, it complies with GDPR Article 5 and is classified as Good Standard."
93,ArcGIS IPS Setup,com.esri.ipssetup,Productivity,1K+,http://www.esri.com/legal/privacy,Bad Standard,"| Bad | The reason is that, while the document states an intention to protect user data and comply with GDPR, it does not provide specific details about how it meets the six requirements for a Good Standard Assessment. It does not detail its methods for ensuring lawfulness, fairness, transparency, purpose limitation, data minimization, accuracy, storage limitation, and integrity and confidentiality. The policy needs to include these specifics to be adjudged as following Good Standard."
94,ArcGIS QuickCapture,com.esri.arcgisquickcapture,Productivity,100K+,https://links.esri.com/quickcapture/privacy,Good Standard,"| Good | The policy explicitly details its purpose for data processing, clearly stating they use and store data for observation capture, mapping, and analysis. It also confines data usage to necessary limits, capturing only relevant user information such as location for observation coordination and selected personal information configured by the project author. The policy emphasizes data accuracy and security, affirming role-based access control both on-device and post-upload, and removes uploaded data from device. Furthermore, it states that the app does not retain any location information, thereby underscoring data storage limitation. The clarity and simplicity of the language used in the policy ensures transparency. However, it doesn't explicitly state providing mechanisms for users to update or correct their data, and doesn't clarify the data retention period in ArcGIS."
95,ArcGIS Maps SDK Sample Viewer,com.esri.arcgismaps.kotlin.sampleviewer,Productivity,500+,https://www.esri.com/en-us/privacy/overview,Bad Standard,"| Bad | The privacy policy document is vague and doesn't specifically meet many of the Good Standard Assessment criteria. Despite claiming to commit to transparency and GDPR compliance, it does not clearly state its legal basis for data processing, it lacks specific details about purpose limitation and data minimization. There's no mention of mechanisms for ensuring data accuracy and allowing users to correct or update their data. Additionally, it does not define any storage limitation or provide clear retention periods for user data. Lastly, it fails to mention any specific security measures to maintain data integrity and confidentiality."
96,Geo Survey - Land Survey,com.ncbc.survey.gis,Maps & Navigation,10K+,https://survey-app-255ae.web.app/privacy_policy.html,Good Standard,"| Good | The policy clearly states its purpose for data processing, ensures it will not use the users' data for purposes other than stated, and states that it strives to protect users' personal information through commercially acceptable means. It provides a clear process for users who find their children under 13 have supplied personal data. However, the policy could be improved by clearly defining the criteria for data retention and deletion, and by offering a mechanism for users to correct their data if necessary. It could also be more specific about the type of data collected. Nonetheless, it meets most important GDPR requirements thus, it's considered of Good Standard."
97,Land Survey,com.nirvana.landsurvey,Maps & Navigation,10K+,https://nirvana-home.blogspot.com/2022/06/this-privacy-policy-policy-explains-way.html,Good Standard,"| Good | The policy outlines their treatment of personal user information, insisting that they do not collect any personal information in their Section 1, 2, 3 and respects the Data Minimization principle. In Section 4, while they state that they use GPS location, they assure the users that this data is not collected by server or shared, which further indicates a commitment to Data Minimization and Purpose Limitation. However, there's still room for further improvements, such as an explicit data deletion or anonymization process as part of Storage Limitation and detailed security measures for Integrity and Confidentiality. But as it stands, the key principles are mostly upheld."
98,MapPad GPS Land Surveys,com.osedok.mappad,Productivity,500K+,https://sites.google.com/view/mappad-privacy-policy,Good Standard,"| Good | The privacy policy of Mapit GIS Ltd's MapPad GPS Land Surveys & Measurements app is of a Good Standard. It clearly states its legal basis for data processing, under the Lawfulness, Fairness, and Transparency terms of the GDPR Article 5, making it easy for users to understand how their data is used. It also limits data collection to what is necessary for the purposes of providing and improving the Service, satisfying the Purpose Limitation and Data Minimization standards. It has measures in place for users to update their personal information, thereby ensuring data accuracy. They also clearly define the secure handling and access to user data under the section ""Service Providers"", addressing the Integrity and Confidentiality aspect. However, the policy does not clearly specify the data retention periods, which is a flaw, but overall, it meets most of the good standards."
99,TcpGPS - Surveying with GNSS,com.aplitop.tcpgps,Tools,10K+,http://www.aplitop.com/data-protection,Good Standard,"| Good | The privacy policy adheres to the GDPR Article 5 standards.
- Lawfulness, Fairness, and Transparency: The policy mentions the legal basis for data processing under the European Regulation of Data Protection.
- Purpose Limitation: The policy states the data will be used to answer queries and inform about products.
- Data Minimization: While not explicit, the policy suggests data collection is limited to necessary information only for answering queries and informing about products.
- Accuracy: The policy includes the users' right to correct inaccurate data.
- Storage Limitation: It explains that data will be kept until the user requests its cessation.
- Integrity and Confidentiality: The policy mentions not transferring data to third parties, suggesting some level of security, although it could benefit from more explicit information on data protection measures."
100,Surveying,in.softecks.surveying,Education,10K+,https://softecks.in/privacy_policy.htm,Bad Standard,"| Bad | The privacy policy of Softecks lacks clarity and detail to be considered of Good Standard. Even though the policy mentions data collection and security measures, it does not clearly explain its lawful basis for data processing violating the Lawfulness, Fairness, and Transparency rule. The Purpose Limitation and Data Minimization are not explicitly mentioned. It does not specify the methods for users to correct or update their data, therefore failing the Accuracy criteria. There are no clear definitions or criteria for storage limitation and data retention periods. Furthermore, while there is a mention of security measures, concrete examples like encryption or regular security assessments are not provided, which questions the Integrity and Confidentiality. Lastly, the policy does not provide a clear process of data deletion or anonymization after the purpose is fulfilled causing to question on Storage Limitation."
101,Easy Area : Land Area Measure,easyarea.landcalculator.measuremap.gpsfieldgeo,Maps & Navigation,1M+,https://marothiatechs.com/wisdom-privacy-policy/,Bad Standard,"| Bad | The privacy policy fails to meet some of the criteria for a Good Standard. There are several reasons for this conclusion, specifically:
- While it mentions fairness and lawfulness, such as making sure data isn't shared, it doesn't explain clearly if this is legally based and how the data processing is lawful.
- Purpose Limitation is somewhat addressed as they mention using Gmail Authentication only for sending automated emails, however, there isn't a clear limitation on the other data uses and the policy does not ensure data is not used for incompatible purposes without additional consent.
- Data Minimization criterion seems to be ignored as the policy does not emphasize limiting data collection to what is essential for the stated purpose.
- Accuracy: The policy does not mention any mechanisms in place that allow users to update or correct their data.
- The expectation of Storage Limitation is not fulfilled. The policy does not define clear retention periods or criteria for determining these periods. It doesn't indicate processes for data deletion or anonymization.
- Regarding Integrity and Confidentiality, the policy only assures user data is safe and secure, but it does not detail any security measures taken to protect data such as encryption methods or regular security assessments."
102,Gps Area Calculator,kbk.maparea.measure.geo,Maps & Navigation,5M+,https://docs.google.com/document/d/e/2PACX-1vQCw_X_Z1SDnqW__GMMgXM1WuXhgR6PyHx4lapIvwYACwFlcbAuBVQ9mfGPtb5NngycaNV9nKbdFPOV/pub,Bad Standard,"| Bad |
The policy doesn't indicate clear lawful reasons for using the user's data, and the language isn't straightforward to facilitate understanding. The policy doesn't outline specific limitations on data usage purposes and doesn't demonstrate an effort to minimize data collection to only what is essential for the defined purposes. The policy also lacks clarity on retention periods as well as the process of data deletion or anonymization after the intended purpose is met. The commitment to data accuracy and maintaining user control over their data is not present. Finally, the policy does not include any mention of regular security assessments, and explanation of its security measures is very general and unspecific."
103,GPS Land Field Area Calculator,com.gpsfieldsareameasure.landareacalculator,Maps & Navigation,100K+,https://sites.google.com/view/gpsmapcameraapps/home,Good Standard,"| Good | The privacy policy is of Good Standard because it specifically covers the necessary aspects of data privacy based on the GDPR Article 5 definitions for Good Standard Assessment. Details:
- Lawfulness, Fairness, and Transparency: The policy states clearly what type of data it collects and when this happens. The language is simple and transparent (""None of your personal information is collected/managed/sent while you visit our product…"").
- Purpose Limitation: The policy provides the purpose and limited use of the collected data, such as location data for Geo-tagging and personal information for bug reports (""We take location permission… If you submit bug report…"" etc.).
- Data Minimization: Only necessary data is collected and used to provide the service like location data, bugs reports, and non-personal information like Android ID, memory size etc.
- Accuracy: Users have the capacity to share their data and there's a mechanism in place for them to directly contact if there are any errors or issues (""If you have any questions... then do contact us at support[at]autostamper[dot]com"").
- Storage Limitation: The policy states that no personal information is stored on their servers, implying a practice of data deletion/or anonymization although not specified.
- Integrity and Confidentiality: The policy highlights the use of physical security and administrators and declares a commitment to not share personal information to third parties without users' consent (""We Do-not share your personal information..."")."
104,Distance & Land Area Measure,com.gaurgrow.distancelandareameasure,Tools,1M+,https://docs.google.com/document/d/e/2PACX-1vThYsCZvmm9jtqhtCnWtKewUuEByvqOKOGzd_Xqoyzd7mqPB8uUOvcoJ6jOLKbV71aNWqr5nYsbodiK/pub,Bad Standard,"| Bad | There are several ways this privacy policy fails to meet the Good Standard Assessment criteria:
1. Lawfulness, Fairness, and Transparency: The language is not simple or transparent. It doesn't clearly state its legal basis for data processing.
2. Purpose Limitation: The purposes for data collection aren't clearly defined, it mentions using information to provide ""a personalized, useful and efficient experience"", but this is vague. It does not ensure data isn't used for incompatible purposes without additional consent.
3. Data Minimization: The policy does not specify collecting only necessary data. It does mention they don't collect personal information, but this is contradicted elsewhere in the document where it's stated that names and email addresses can be given.
4. Accuracy: There are no clear measures in place to ensure data accuracy and the policy lacks mechanisms for users to update or correct their data.
5. Storage Limitation: The document doesn't define clear retention periods or criteria for determining these periods. It has no process for data deletion or anonymization after the purpose is fulfilled.
6. Integrity and Confidentiality: It does mention that they ""employ administrative, physical and electronic measures"" to protect data, but these aren't specified. The statement ""no security measures that we take to protect your information is absolutely guaranteed to avoid unauthorized access or use"" contradicts claims of adequate data protection measures."
105,US Topo Maps,com.atlogis.northamerica.free,Maps & Navigation,1M+,https://atlogis.com/privacy_policy.html,Good Standard,"| Good | The privacy policy provides a clear and transparent explanation of its data processing practices, stating its legal basis for data collection and its purpose for collecting personal information. It also explains the data retention and use, third-party involvement and their responsibilities, and the type of data collected. It offers an optional permissions system and explains what each permission is used for, showing a respect for data minimization. It also allows for corrections or updates to be made upon contact. In terms of storage, although absolute security cannot be guaranteed, there are commercially acceptable means of protection employed. Additionally, it addresses the issue of children's privacy and provides a process to manage such situations. It informs the user of the potential for policy updates which indicates a level of transparency. It does, however, omit clear data retention periods and specific criteria for determining these periods. Thus, while there's room for improvement, the policy overall can still be considered a good standard given its adherence to most guidelines."
106,Relief Maps - 3D GPS,fr.reliefmaps.app,Travel & Local,100K+,https://reliefmaps.io/privacy.html,Good Standard,"| Good | The privacy policy adheres to the standards of the GDPR Article 5. It transparently states how the data is collected and used, the limitations of purpose, and the rights of the users. It emphasizes only necessary data is collected for the stated purposes. Measures for accuracy are mentioned as users can update, correct, delete, or restrict the use of their data. There are clear retention durations stated after which data is safeguarded against unauthorized access, disclosure, and modification. It also has a data protection officer in place, ensuring integrity and confidentiality."
107,Earth5R- The Environmental App,com.app.earth5r,Education,10K+,https://earth5r.org/app-privacy-policy/,Good Standard,"| Good | This privacy policy is of good standard because it satisfies the GDPR Article 5 principles as outlined below:
1. Lawfulness, Fairness, and Transparency: The policy describes in clear and simple language how user data is collected, used, and shared. For example, in the 'Data We Collect' and 'How We Use Your Data' sections.
2. Purpose Limitation: It clearly states the purposes for data collection, such as providing, personalizing, and developing the App, offering volunteering and internship programmes. This is outlined in 'How We Use Your Data'.
3. Data Minimization: The policy states that necessary data is collected to support the app's functionality and services. Specifics can be found in 'Data We Collect' and 'How We Use Your Data'.
4. Accuracy: There are mechanisms to correct and update personal data, as it allows users to control, access, and delete their personal data. This is stated in 'Rights to Access and Control Your Personal Data'.
5. Storage Limitation: The policy mentions that personal data is kept as long as the account is open and is usually deleted within 30 days of account closure, which is made clear in 'Account Closure' section.
6. Integrity and Confidentiality: There are security measures in place to protect user's data as described under 'Security'."
108,Offline Map Navigation,com.virtualmaze.offlinemapnavigationtracker,Maps & Navigation,5M+,https://virtualmaze.com/omn/privacypolicy.html,Good Standard,"| Good | The privacy policy of VirtualMaze Softsys Pvt Ltd. is fairly comprehensive and complies with most of the GDPR Article 5 requirements. It adequately explains the legal basis for data processing, keeping transparency by using simple language. It clearly defines purpose for data collection and take sensible measures to limit the amount of data being collected, only collecting what is essential for the stated purpose (Data Minimization, Purpose Limitation). The policy also includes measures to ensure data accuracy, offering users options regarding their data and ways to update or correct their data (Accuracy). The policy outlines data security measures that the company undertakes ensuring data integrity and confidentiality, though some enhancement in this area would be commendable; especially more emphasis on encryption and regular security assessments can be added (Integrity and Confidentiality). Clear information about retention periods and data deletion process is discussed, fulfilling the Storage Limitation requirement. Lack of detailed explanations for how data is anonymised after it has served its purpose can be seen as a minor shortcoming.|"
109,Magic Earth Navigation & Maps,com.generalmagic.magicearth,Maps & Navigation,1M+,https://www.magicearth.com/privacy,Good Standard,"| Good | The privacy policy document provided has covered most of the Good Standard Assessment criteria. The policy is expressed transparently and in clear language, explaining the types of data collected and how they're used. There is also information on how users can update or correct their data, thereby ensuring data accuracy. The policy specifies reasonable security measures, such as encryption, to safeguard the integrity and confidentiality of user data. But, there's no specific information on the criteria for determining data retention periods, which suggests a need for improvement in the Storage Limitation aspect."
110,GPS Tools® -Navigate & Explore,com.VirtualMaze.gpsutils,Tools,5M+,https://gpstools.app/privacypolicy.html,Good Standard,"| Good | The company demonstrates Lawfulness, Fairness, and Transparency by stating they won't share data, they stated their Purpose Limitation through clear declaration of the uses of location data, and shown Data Minimization by stating they are only utilizing location data (only what they need). Meanwhile, Accuracy is acknowledged by allowing GPS technology to update location data. Storage Limitation isn't explicitly stated but they ensure Integrity and Confidentiality by not sharing your location data with third parties without permission, which indicates some security measure provided."
111,Karta GPS Offline Maps Nav,com.kartatech.karta.gps,Maps & Navigation,10M+,https://ndrive.com/privacy-policy/,Good Standard,"| Good | The privacy policy of Karta appears to adhere to the Good Standard Assessment recommendations. It clearly states its legal basis for data processing, such as consent and legitimate interest (Lawfulness, Fairness, and Transparency). It defines the purposes for data collection such as the improvement of products and services or providing the services (Purpose Limitation). It emphasizes on the efforts to minimize data collection (Data Minimization). It seems to value the accuracy of data, as it mentions the possibility of retention and use of accurate user data (Accuracy). The policy also mentions clear retention periods and reasons for extended retention (Storage Limitation), and highlights security measures and encryption practices (Integrity and Confidentiality)."
112,FarmQA,com.farmqa.scouting,Productivity,10K+,https://farmqa.com/privacy-policy/,Good Standard,"| Good | The policy is clear and concise (transparency) and provides a legal basis for data processing (lawfulness) as it talks about obtaining user consent before collecting and using data. The policy limits its data collection to essentials such as email and usage data for purposes stated such as improving the service and ensuring compliance (purpose limitation and data minimization). The policy indicates that users can contact them through an email if they wish to update or correct their data (accuracy). It does not explicitly state the data retention period but mentions removal of user data upon discovery that it's from someone under the age of 18 without consent, showing awareness towards data storage limitation. The policy also uses commercially acceptable means to protect user data, showing integrity and confidentiality of data. But the policy needs to improve more on storage limitations and accuracy."
113,FieldBee tractor navigation,com.kmware.efarmer,Tools,100K+,https://www.fieldbee.com/privacy-policy/,Good Standard,"| Good | The privacy document adheres to the principles presented in GDPR Article 5. It is transparent about what personal data is collected, how it is used, under which conditions it is shared, and what measures are taken to protect the data (via encryption and access limitation), ensuring lawfulness, fairness, transparency, integrity, and confidentiality. It also specifies the method for individuals to control their own data (correct, amend, delete) - indicating accuracy and accessibility. Additionally, it limits the collection only to necessary data and sticks to a clear limitation for data usage and storage, hence abiding to the purpose limitation and data minimization. It explicitly states a commitment for proper data handling, management, and storage, ensuring storage limitation."
